id,timing,target,condition,cond_option,ability,ability_option
2220,on_turn_start,none,none,none,draw,count=1
2221,on_turn_start,none,none,none,draw,count=1&filter=[id:910261101]
2222,on_leave_hand,sourceEffect.target_none_0_all_[excludeId:110263101],none,effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.me[excludeId:110263101].count>0,add_deck,none
2223,on_turn_end,none,none,me.isMyTurn=1&effect.source.where=5,draw,count=1
2224,on_this_attack,none,none,none,get_token,id=110161201&count=1
2225,on_this_attack,self,leader.turn_give_op_leader_damage,me.isChase=1,set_keyword,keyword=3
2226,on_this_attack,self,leader.turn_give_op_leader_damage,me.isChase=1,set_keyword,keyword=6
2227,on_this_use,me_leader_0_all_[type:0],none,none,heal,heal=4
2228,on_this_use,me_leader_0_all_[type:0],leader.turn_draw_cards,me.isEager=0,add_effect,id=2229&description=[ffbb00]超載[-] 2
2229,on_turn_start,me_leader_0_all_[type:0],none,me.isMyTurn=1,set_pp,autoRemove=true&add=-2
2230,on_this_use,me_hand_0_all,none,none,discard,appendix=2231&type=vanish
2231,on_this_use,none,none,none,add_deck,id=910261101&count=sourceEffect.target.count
2232,on_this_use,none,none,none,summon,id=910264301&count=1
2233,resident,self,leader.abuse,me.leader.abuse[GTE]15&effect.source.where=2,set_cost,set=3
2234,on_this_use,self,none,me.isVenge=1,set_keyword,keyword=4
2235,on_this_use,all_field_0_all+other_[type:1|9],leader.abuse,me.leader.abuse[GTE]9,damage,damage=3
2236,on_this_draw,self,none,none,reveal,none
2237,on_this_draw,none,none,none,summon,id=910261101&count=1
2238,on_this_draw,self,none,none,discard,type=vanish
2239,on_this_summon,none,none,none,random,pdf=1/1/1/1&effect=2240/2241/2242/2244
2240,on_this_use,op_leader_0_all_[type:0],none,none,damage,damage=2
2241,on_this_use,op_field_0_all_[type:1|9],none,none,damage,damage=2
2242,on_this_use,self,none,none,buff,appendix=2243&add=2/0
2243,on_this_use,self,none,none,set_keyword,keyword=6
2244,on_this_use,none,none,none,draw,count=2
2245,on_turn_start,none,none,me.deck.count>20&me.isMyTurn=1&effect.source.where=5,draw,count=1
2246,on_turn_start,none,none,me.deck.count[LTE]20&me.deck.count>10&me.isMyTurn=1&effect.source.where=5,draw,count=2
2247,on_turn_start,none,none,me.deck.count[LTE]10&me.isMyTurn=1&effect.source.where=5,draw,count=4
2248,on_this_use,me_field_0_all_[type:1|9],none,me.isAwake=1,add_effect,until=op_turn_end&id=2249&description=因能力所受到的傷害-2
2249,on_before_this_damage,self,none,sourceEffect.ability[situation:attack]=0&sourceEffect.ability[situation:defense]=0,set_damage,add=-2
2250,on_turn_end,none,none,me.isMyTurn=1&effect.source.where=5&me.isAwake=1,summon,id=910041102&count=1
2251,on_this_use,op_field_1_index_[type:1|9],none,none,damage,damage=3
2252,on_this_use,me_hand_1_index+other,none,me.isAwake=1,set_cost,until=turn_end&add=-1
2253,on_this_use,none,none,none,random,pdf=1/1/1&effect=2255/2256/2257&count=1+me.isAwake
2254,on_this_destroy,none,none,none,summon,id=910041102&count=1
2255,on_this_use,none,none,none,draw,count=1
2256,on_this_use,none,none,none,get_token,id=910041102&count=1
2257,on_this_use,me_leader_0_all_[type:0],none,none,heal,heal=2
2258,on_this_use,self,none,me.isAwake=1,set_keyword,keyword=1
2259,on_this_use,none,none,none,summon,field=op&id=910241101&count=1
2260,on_this_use,none,none,none,draw,appendix=2261&count=2
2261,on_this_use,sourceEffect.target_hand_0_all_[type:1|9][craft:4],none,none,buff,add=1/0
2262,on_this_use,all_field_0_all_[type:1|9],none,none,damage,damage=me.hand[type:1|9][atk:5|ABOVE].count
2263,on_before_this_damage,self,none,sourceEffect.ability[situation:attack]=0&sourceEffect.ability[situation:defense]=0,set_damage,add=-2
2264,on_this_use,none,none,none,summon,enhance=6&id=910243101&count=1
2265,on_other_summon,sourceEffect.target_field_0_all_[type:1|9],none,effect.source.where=5&sourceEffect.target.first.isMe=1,set_keyword,keyword=4
2266,on_this_use,me_field_0_all+other_[type:1|9],none,none,set_keyword,keyword=4
2267,on_this_use,me_hand_0_all_[type:1|9][craft:4],none,me.isAwake=1,buff,add=0/2
2268,on_turn_end,me_field_1_first+sort[hp:max]_[type:1|9][craft:4],none,me.isMyTurn=1&effect.source.where=5,buff,appendix=2269&add=0/2
2269,on_turn_end,self,none,none,set_value,appendix=2270&id=effect.source.option[tmpHp]&value=sourceEffect.target.first.current.hp
2270,on_turn_end,me_hand_1_random_[type:1|9][craft:4],none,effect.source.option[tmpHp][GTE]7,buff,appendix=2271&add=0/2
2271,on_turn_end,sourceEffect[3].target_field_0_all_[type:1|9],none,effect.source.option[tmpHp][GTE]14,set_keyword,keyword=25
2272,on_this_use,me_hand_1_index+other_[type:1|9][craft:4],none,none,buff,add=1/0
2273,on_this_use,none,none,none,draw,count=1
2274,on_this_use,me_hand_1_index+other_[type:1|9][craft:4],none,none,buff,appendix=2275&add=2/0
2275,on_this_use,sourceEffect.target_hand_0_all_[type:1|9],none,none,set_keyword,keyword=4
2276,on_this_use,me_hand_1_index+other_[type:1|9][craft:4],none,none,set_value,appendix=2277&id=effect.source.option[tmpAtk]&value=effect.target.first.current.atk
2277,on_this_use,sourceEffect.target_hand_0_all_[type:1|9],none,none,debuff,appendix=2278&add=-effect.source.option[tmpAtk]/-0
2278,on_this_use,sourceEffect[2].target_hand_0_all_[type:1|9],none,none,set_cost,appendix=2279&add=-effect.source.option[tmpAtk]
2279,on_this_use,op_field_1_random_[type:1|9],none,none,damage,damage=effect.source.option[tmpAtk]
2280,on_this_use,me_token_1_index,none,none,choose,appendix=2281&token=910244201/910244202/910244203&count=1
2281,on_this_use,sourceEffect.target_none_0_all,none,none,get_token,hide=true
2282,on_this_evolve_with_ep,me_hand_0_all_[id:910244201|910244202|910244203],none,none,set_cost,add=-1
2283,on_before_this_damage,self,none,none,set_damage,set=[num][MIN]4
2284,on_this_damage,me_hand_1_random_[cost:1|ABOVE],none,effect.source.where=5&effect.source.current[IF][hp:0]=0,set_cost,add=-effect.ability[lastDamage]
